precdesc,age,aacong,conparty,conperct,conterms,aasenate,senparty,senterms,senperct,aavoter,gen2004,aa2004v,VAP3,BVAP3,bvperct,votperc,NBVAP,nbvote,nbvtpct,Nprecincts100
RIVER BEND,4,0,0,71,5,0,1,2,51.7,82,1745,67,2511,129,.51937985,.69494224,2384,1678,.70385903,.27000001
GIDDENSVIL,3,0,1,63,4,0,1,6,54.5,317,673,253,1819,605,.41818181,.36998349,1174,420,.35775128,.23
PROVIDENCE,3,0,0,73,10,0,0,1,64.7,24,2935,22,5224,84,.26190478,.56183004,4946,2913,.58896077,.40000001
MT AIRY #7,3,0,0,59,0,0,0,4,61.2,13,711,10,1372,13,.76923078,.51822156,1339,701,.523525,.28999999
DEEP RIVER,3,0,0,73,10,0,0,1,54.4,111,1098,94,2238,211,.44549763,.49061662,1904,1004,.52731091,.23999999
LONGWOOD,3,0,1,72,4,0,1,14,54.6,625,2000,473,3339,1095,.43196347,.59898174,1957,1527,.78027594,.23
BRIDGETON,3,0,0,71,5,0,1,2,51.7,101,1414,86,2953,197,.43654823,.47883508,2758,1328,.48150834,.27000001
EAST ABERD,3,0,0,73,10,0,0,1,54.4,308,1106,235,2069,556,.42266187,.53455776,1421,871,.61294866,.23999999
WESTMOORE,3,0,0,73,10,0,0,1,54.4,90,1265,77,2213,121,.63636363,.57162225,1964,1188,.60488796,.23999999
RIDGEVIEW,3,0,0,64,0,0,0,7,99,538,406,390,985,870,.44827586,.41218275,110,16,.14545454,.40000001
WEST BUNCO,3,0,0,55,7,0,1,0,55.9,72,3818,58,6640,107,.54205608,.57499999,6269,3760,.59977669,.72000003
NORTH BURG,3,0,1,72,4,0,1,14,54.6,278,988,225,2853,1053,.21367522,.34630215,1647,763,.46326655,.17
SOUTH FALL,3,0,0,59,0,0,0,4,61.2,19,1076,17,1904,33,.5151515,.56512606,1832,1059,.57805675,.12
PCT 141,1,0,0,55,3,0,0,1,54.6,467,969,356,7381,1749,.20354488,.13128303,5112,613,.11991393,1.9
05,3,0,0,55,3,0,1,3,57.4,134,681,112,1644,284,.3943662,.41423357,1353,569,.42054692,.1
PCT 103,3,0,0,70,5,0,0,4,65.2,59,2267,52,3242,93,.55913979,.6992597,2858,2215,.7750175,1.9
HIGGINS,3,0,0,55,7,0,1,1,49,4,663,4,1305,15,.26666668,.50804597,1328,659,.49623495,.17
12-07,3,0,0,55,3,0,0,7,66.2,887,718,626,1957,1438,.43532684,.36688811,470,92,.19574468,.43000001
SHELBY #5,3,0,0,64,0,0,1,4,52.4,552,1489,491,2578,862,.56960559,.5775795,1687,998,.59158272,.28
12-12,3,0,0,55,3,0,0,7,66.2,167,1147,147,1946,267,.55056179,.58941418,1519,1000,.65832782,.43000001
W09,3,0,1,72,4,0,0,0,65.09999999999999,151,968,121,1706,242,.5,.56740916,1355,847,.62509227,.46000001
03,3,0,0,55,3,0,1,3,57.4,428,1766,314,3197,727,.43191198,.55239284,2456,1452,.59120524,.1
BREVARD #2,3,0,0,55,7,0,0,8,56.5,441,1404,350,1678,443,.79006773,.83671039,1229,1054,.85760778,.18000001
BEECH MOUN,3,0,0,64,0,0,1,1,49,0,290,0,563,1,0,.51509768,543,290,.53406996,.19
CARTHAGE,3,0,0,73,10,0,0,1,54.4,449,2571,390,5265,892,.43721974,.4883191,4106,2181,.53117388,.23999999
SOUTH LIBE,3,0,0,59,0,0,0,4,61.2,27,1275,25,2450,67,.37313432,.52040815,2333,1250,.5357908,.12
FORBUSH,3,0,0,59,0,0,0,4,61.2,50,1829,50,2861,95,.52631581,.63928694,2708,1779,.65694237,.12
SUGARFORK,3,0,0,55,7,0,0,8,56.5,0,260,0,496,0,,.52419353,484,260,.53719008,.15000001
RIDGEFIELD,3,0,1,64,9,0,1,4,65.7,105,1342,89,2351,233,.38197425,.57082093,2089,1253,.59980851,.43000001
CAPE FEAR,3,0,1,63,4,0,1,0,56.2,133,1436,112,2695,216,.51851851,.53283858,2492,1324,.53130019,.13
NORTH BUCK,3,0,0,59,0,0,0,4,61.2,4,885,4,1778,5,.80000001,.49775028,1736,881,.50748849,.12
STONY CREE,3,0,0,71,5,0,1,2,60.1,150,783,133,1136,201,.66169155,.68926054,905,650,.71823204,.25999999
SOUTHPORT,3,0,1,72,4,0,1,14,54.6,371,2964,302,4768,723,.41770402,.62164432,3528,2662,.75453514,.23
WATAUGA,3,0,0,59,0,0,0,5,61.8,9,1803,7,2310,13,.53846157,.78051949,2313,1796,.77648073,.2
STERLINGS,3,0,1,72,4,0,1,4,99,28,338,21,836,73,.28767124,.40430623,745,317,.42550334,.41
LUCIA,3,0,0,70,5,0,0,1,68,45,969,40,1967,70,.5714286,.49262837,1860,929,.49946237,.46000001
SHERWOOD,3,0,1,72,4,0,1,8,63.4,305,1012,253,1995,505,.50099009,.50726819,1462,759,.51915187,.64999998
PHILADELPH,3,0,1,72,4,0,1,4,99,66,433,55,1356,152,.3618421,.31932154,1175,378,.32170212,.41
LILLINGTON,3,0,1,63,4,0,0,1,54.4,504,1405,410,4043,1686,.24317913,.34751421,2126,995,.46801504,.22
ALEXIS,3,0,0,70,5,0,0,1,68,36,1647,34,3728,96,.35416666,.44179183,3562,1613,.4528355,.46000001
G34,3,0,0,73,10,0,1,3,56.2,76,1408,66,1560,79,.83544302,.90256411,1426,1342,.94109398,1.59
MT AIRY #8,3,0,0,59,0,0,0,4,61.2,29,1171,27,2652,64,.421875,.44155353,2550,1144,.44862744,.28999999
PCT 131,3,0,0,70,5,0,0,4,65.2,30,1219,27,1647,41,.65853661,.74013358,1458,1192,.81755829,1.9
07-00,3,0,0,55,3,0,0,7,66.2,2,611,2,1023,4,.5,.59726298,922,609,.66052061,.43000001
SOUTH BURL,3,0,1,59,1,0,0,5,57.8,371,548,216,1749,530,.40754718,.31332189,1158,332,.2867012,.37
WHITEHOUSE,3,0,1,72,4,0,1,4,99,155,281,111,886,370,.30000001,.31715575,503,170,.33797216,.41
EAST HOWEL,3,0,1,72,4,0,1,4,99,114,734,87,1743,283,.30742049,.42111301,1425,647,.45403507,.41
ANTIOCH,3,0,0,55,3,0,1,4,99,385,831,316,2718,772,.40932643,.30573952,1680,515,.30654761,.13
BRITTS,3,0,1,72,4,0,1,4,99,91,796,73,2172,277,.26353791,.3664825,1849,723,.39102218,.41
WILSON ST.,3,0,0,59,0,0,0,4,61.2,4,1449,4,2535,7,.5714286,.57159764,2498,1445,.57846278,.2
ALDERMAN,3,0,1,72,4,0,1,8,63.4,428,2020,365,3691,664,.54969877,.54727715,2971,1655,.55705148,.64999998
BURGESS MI,3,0,0,64,0,0,0,7,99,47,1041,34,1613,77,.44155845,.64538127,1465,1007,.68737203,.40000001
HIWASSEE D,3,0,0,55,7,0,0,8,56.5,2,919,2,1645,5,.40000001,.55866259,1582,917,.57964599,.16
LONGHILL,3,0,0,59,0,0,0,4,61.2,1,586,1,1151,3,.33333334,.50912249,1131,585,.51724136,.28999999
PARK RIDGE,3,0,0,55,7,0,0,1,66.7,17,1213,13,2565,41,.31707317,.47290447,2372,1200,.50590217,.34999999
035,3,0,0,70,5,0,0,1,66.7,33,1251,29,1840,119,.24369748,.67989129,1408,1222,.86789775,.46000001
NORTH DAVI,3,0,0,73,10,0,0,2,99,69,1595,58,2415,91,.63736266,.66045547,2232,1537,.68862009,.41999999
BURNT SWAM,3,0,1,72,4,0,1,4,99,35,913,27,2243,87,.31034482,.40704414,2104,886,.42110267,.41
SPRING CRE,3,0,0,55,7,0,1,1,49,0,489,0,870,0,,.56206894,830,489,.58915663,.12
SOUTHEAST,3,0,0,55,7,0,0,1,66.7,12,715,11,1988,44,.25,.35965794,1828,704,.38512036,.34999999
TOWN HALL,2,0,1,64,9,0,1,4,65.7,197,1038,171,2605,619,.27625203,.3984645,1958,867,.44279876,.43000001
G11,3,0,1,59,1,0,1,3,56.2,83,870,58,1537,177,.32768363,.56603771,1309,812,.62032086,1.59
G64,2,0,0,73,10,0,1,3,56.2,638,1321,526,3121,875,.60114288,.42326176,2162,795,.36771509,1.59
SF4,3,0,0,73,10,0,0,2,84.7,137,2078,119,2324,142,.83802819,.89414799,2100,1959,.93285716,1.59
HIGHLAND,3,0,0,64,0,0,0,7,99,121,1259,105,3320,245,.42857143,.37921688,2931,1154,.39372227,.40000001
UPPER HOLL,3,0,1,72,4,0,1,14,54.6,402,439,320,1001,694,.46109509,.43856144,281,119,.42348754,.17
PCT 90,3,0,0,70,5,0,0,4,65.2,64,1100,50,1760,83,.60240966,.625,1522,1050,.68988174,1.9
BELLVIEW,3,0,0,55,7,0,0,8,56.5,1,502,1,847,6,.16666667,.59268004,811,501,.61775583,.16
SMITHBRIDG,3,0,0,55,7,0,0,8,56.5,1,1423,1,2455,6,.16666667,.57963341,2389,1422,.59522814,.15000001
WALLACE,3,0,1,72,4,0,1,6,54.5,801,2151,666,4884,1625,.40984616,.44041768,3096,1485,.47965115,.19
NORTHFORK,3,0,0,59,0,0,0,5,61.8,0,104,0,165,0,,.63030303,166,104,.62650603,.2
EAST WILLI,3,0,1,64,9,0,1,0,56.2,93,614,74,865,133,.556391,.70982659,638,540,.84639496,.23
G41A,3,0,0,73,10,0,0,2,84.7,317,1935,166,3308,349,.47564471,.58494556,2848,1769,.62113762,1.59
EAST ALBEM,3,0,0,55,3,0,1,3,57.4,6,666,4,1019,13,.30769232,.65358192,993,662,.66666669,.23999999
CUMNOCK,3,0,1,63,4,0,1,0,56.2,144,1056,120,1522,161,.7453416,.69382393,1368,936,.68421054,.13
EASTWOOD,3,0,0,73,10,0,0,1,54.4,139,853,119,1602,252,.47222221,.53245944,1267,734,.57932121,.23999999
LAUREL,3,0,0,55,7,0,1,1,49,1,517,1,1021,2,.5,.50636631,972,516,.53086418,.12
GOLD MINE,3,0,1,63,4,0,1,6,53.9,198,633,162,1429,405,.40000001,.44296712,911,471,.51701427,.17
MT GILEAD,3,0,0,55,3,0,0,1,64.7,687,1124,558,2136,1142,.48861647,.52621722,973,566,.58170605,.14
BESSEMER C,3,0,0,70,5,0,1,6,53,496,2548,382,7178,904,.42256638,.35497352,6153,2166,.35202339,.46000001
DAMASCUS,2,0,1,64,9,0,1,4,65.7,123,1480,89,2837,168,.52976191,.52167785,2632,1391,.52849543,.43000001
020A,3,0,0,70,5,0,0,1,66.7,234,1323,188,2853,357,.52661067,.46372241,2041,1135,.55609995,.46000001
PCT 1,3,0,0,70,5,0,1,3,99,31,1065,17,1656,91,.18681319,.64311594,1420,1048,.73802817,1.9
SNOW CREEK,3,0,0,64,0,0,1,1,49,0,901,0,1349,1,0,.66790217,1337,901,.67389679,.090000004
HALLSVILLE,3,0,1,72,4,0,1,6,54.5,220,604,182,1444,439,.41457859,.41828254,955,422,.44188482,.19
GRASSY CRE,3,0,0,64,0,0,1,1,49,14,3844,9,6509,18,.5,.59056693,6440,3835,.59549689,.090000004
PCT 35,3,0,0,70,5,0,1,3,99,147,973,106,1608,251,.42231077,.6050995,1231,867,.70430547,1.9
SALEM,3,0,0,64,0,0,0,1,68,27,1017,21,2084,65,.32307693,.48800385,1903,996,.52338415,.28999999
NORTH MELV,3,0,0,73,10,0,0,5,57.8,399,1920,256,3101,515,.49708739,.61915511,2455,1664,.67780042,.37
SOUTH KNOB,3,0,0,59,0,0,0,4,61.2,0,786,0,1399,8,0,.56182986,1362,786,.57709253,.12
BEAVERDAM,3,0,0,71,5,0,1,10,66.59999999999999,50,977,44,1789,54,.81481481,.54611516,1705,933,.54721409,.20999999
STONEWALL,3,0,0,55,3,0,1,4,99,183,574,129,1493,380,.33947369,.38446081,961,445,.46305931,.13
SPRINGS,3,0,0,64,0,0,0,7,99,101,3231,82,6338,197,.41624364,.50978225,5854,3149,.5379228,.40000001
MON2,3,0,1,59,1,0,1,3,56.2,1065,2096,881,3370,1106,.79656422,.62195843,2179,1215,.55759525,1.59
REYNOLDS,3,0,0,59,0,0,0,4,61.2,54,440,46,752,81,.56790125,.58510637,663,394,.5942685,.2
GLENWOOD,3,0,0,55,7,0,1,1,49,1,924,1,2450,336,.0029761905,.37714285,2175,923,.42436782,.17
COATS/GROV,3,0,1,63,4,0,0,1,54.4,374,3331,310,7740,930,.33333334,.43036175,6142,3021,.49185932,.22
ASHEBORO W,3,0,0,73,10,0,0,1,64.7,45,1120,37,1335,62,.59677422,.83895129,1225,1083,.88408166,.40000001
CYPRESSCK,3,0,1,72,4,0,1,6,54.5,116,730,95,1420,194,.48969072,.51408452,1165,635,.54506439,.19
PCT 101,3,0,0,70,5,0,0,4,65.2,148,1602,109,3156,180,.60555553,.50760454,2701,1493,.55275822,1.9
MOUNTAIN V,3,0,0,64,0,0,0,7,99,191,4266,149,7119,232,.64224136,.5992415,6566,4117,.62701797,.40000001
SOUTHWEST,3,0,0,71,5,0,1,6,54.5,64,648,59,1268,111,.53153151,.51104099,1178,589,.5,.22
PCT 17,3,0,0,55,3,0,1,3,99,914,864,671,3163,2085,.32182255,.2731584,979,193,.19713993,1.9
SOUTHMONT,3,0,0,73,10,0,0,2,99,94,1539,71,3073,163,.43558282,.50081354,2794,1468,.52541161,.41999999
PCT 75,3,0,0,70,5,0,0,4,65.2,38,2288,29,3331,54,.53703701,.68688083,2974,2259,.75958306,1.9
MCCAIN,3,0,0,55,3,0,1,4,99,233,610,191,2718,1178,.16213922,.22442973,1330,419,.31503761,.13
H05,3,0,1,72,4,0,0,0,65.09999999999999,45,1953,41,3200,84,.48809522,.61031252,2884,1912,.6629681,.46000001
LEICESTER,3,0,0,55,7,0,1,0,55.9,28,3454,16,6810,61,.26229507,.50719529,6476,3438,.53088325,.72000003
NORTH CATA,3,0,0,64,0,0,0,9,99,39,3463,32,6028,73,.43835616,.57448572,5853,3431,.58619511,.23999999
026,3,0,0,55,3,0,0,1,66.7,116,987,91,2206,210,.43333334,.44741613,1632,896,.54901963,.46000001
WITTENBURG,3,0,0,59,0,0,0,5,61.8,3,985,0,1510,10,0,.65231788,1449,985,.67977917,.16
092,3,0,0,59,0,0,0,7,88.2,41,1084,37,1721,55,.67272729,.62986636,1593,1047,.65725046,1.01
PCT 32,3,0,0,70,5,0,1,3,99,3,1431,2,1859,9,.22222222,.76976871,1679,1429,.85110188,1.9
GULLEDGE,3,0,0,55,3,0,1,3,57.4,602,592,323,1245,729,.44307271,.47550201,519,269,.51830441,.11
ROXBORO 2,3,0,1,59,1,0,1,4,65.7,301,1217,253,2895,730,.34657535,.42037997,2095,964,.46014321,.14
PLEASANT G,3,0,1,59,1,0,0,5,57.8,1149,1662,816,2956,1423,.57343638,.56224626,1456,846,.58104396,.37
CUNNINGHAM,3,0,1,59,1,0,1,4,65.7,261,1031,235,2000,501,.46906188,.51550001,1451,796,.5485872,.14
SASSAFRAS,3,0,1,59,1,0,1,6,53.9,481,1054,382,2104,674,.56676561,.50095057,1319,672,.5094769,.14
PCT 136,3,0,0,70,5,0,0,4,65.2,53,1283,48,2080,63,.76190478,.61682695,1831,1235,.6744948,1.9
WILLISTON,3,0,0,71,5,0,1,2,51.7,0,182,0,262,0,,.69465649,251,182,.72509962,.34
HATTERS SH,3,0,0,73,10,0,0,1,60.2,140,1801,119,3422,264,.45075756,.52630043,3072,1682,.54752606,.44
G32,3,0,0,73,10,0,1,3,56.2,144,1988,124,2227,150,.82666665,.89268076,2000,1864,.93199998,1.59
WAYNESVILL,3,0,0,55,7,0,1,1,49,89,4695,76,8130,215,.35348839,.57749075,7613,4619,.60672534,.28999999
WEST JEFFE,3,0,0,59,0,0,0,5,61.8,5,1987,3,3392,18,.16666667,.5857901,3272,1984,.60635698,.17
STAR,3,0,0,55,3,0,0,1,64.7,35,975,23,2028,63,.36507937,.48076922,1924,952,.4948025,.14
PCT 91,3,0,0,70,5,0,0,4,65.2,136,2813,118,3616,150,.78666669,.77793139,3146,2695,.85664338,1.9
PCT 112,3,0,0,70,5,0,0,4,65.2,47,1502,41,2041,73,.56164384,.73591375,1786,1461,.81802911,1.9
H16,3,0,0,73,10,0,0,2,99,65,866,53,1662,122,.43442622,.52105898,1483,813,.54821306,1.59
WELCHES CR,3,0,1,72,4,0,1,14,54.6,458,641,360,1248,688,.52325583,.51362181,560,281,.5017857,.25999999
BOONE 5,3,0,0,73,10,0,0,5,57.8,146,1537,91,3988,321,.28348911,.38540623,3482,1446,.41527858,.37
SPINDALE,3,0,0,55,7,0,1,4,52.4,427,1824,357,3899,810,.44074073,.46781227,3061,1467,.47925514,.23999999
GILKEY,3,0,0,64,0,0,1,4,52.4,49,754,42,1325,87,.48275861,.56905663,1227,712,.58027709,.23999999
CANDOR,3,0,0,55,3,0,0,1,64.7,267,915,217,2251,441,.49206349,.406486,1773,698,.39368302,.14
H03,3,0,1,72,4,0,0,0,65.09999999999999,74,2978,61,4887,178,.34269664,.60937178,4359,2917,.66919017,.46000001
H27-A,3,0,0,73,10,0,1,1,64,307,1368,163,2876,319,.51097178,.47566065,2461,1205,.48963836,1.59
SOUTH TOE,3,0,0,55,7,0,1,1,49,2,1230,1,1931,2,.5,.63697565,1892,1229,.64957714,.11
PCT 142,3,0,0,70,5,0,0,1,54.6,125,2270,106,3564,138,.76811594,.6369248,3110,2164,.69581991,1.9
STECOAH,3,0,0,55,7,0,0,8,56.5,0,665,0,1011,1,0,.65776461,1000,665,.66500002,.039999999
SOUTH MARS,3,0,0,55,7,0,1,1,49,1,576,0,857,2,0,.67211205,816,576,.70588237,.12
G56,3,0,1,59,1,0,1,3,56.2,620,1064,530,2121,714,.74229693,.50165015,1355,534,.39409593,1.59
FLINTY KNO,3,0,0,59,0,0,0,4,61.2,10,685,8,1333,29,.27586207,.51387846,1288,677,.52562112,.2
50,3,0,1,64,9,0,1,0,56.2,386,2007,331,3876,683,.48462665,.51780188,2990,1676,.56053513,.55000001
G03,3,0,1,59,1,0,1,1,64,1261,1132,1018,2319,1893,.53777075,.48814145,410,114,.27804878,1.59
CHINQUAPIN,3,0,0,71,5,0,1,6,54.5,118,526,96,1017,204,.47058824,.51720744,772,430,.5569948,.19
WILLIAMS 1,3,0,1,72,4,0,1,14,54.6,76,924,56,1960,133,.42105263,.47142857,1829,868,.47457626,.25999999
HOGANS,3,0,0,59,0,0,0,2,84.7,120,1048,110,1983,291,.37800688,.52849221,1682,938,.55766946,.31
CHERRYVILL,3,0,0,64,0,0,1,6,53,276,3141,195,7118,448,.43526787,.44127563,6541,2946,.45038986,.46000001
36,2,0,1,64,9,0,1,0,56.2,639,1563,526,4366,1369,.38422206,.35799357,2807,1037,.36943355,.55000001
PCT 65,3,0,0,70,5,0,0,4,65.2,83,1042,73,1611,91,.80219781,.6468032,1379,969,.70268309,1.9
LONG JOHN,3,0,0,55,7,0,0,1,66.7,13,1262,9,1764,14,.64285713,.71541953,1645,1253,.76170212,.34999999
GRAPEVINE,3,0,0,55,7,0,1,1,49,2,598,0,1035,1,0,.5777778,986,598,.60649085,.12
VANCEBORO,3,0,0,71,5,0,1,2,51.7,623,1823,530,3899,1345,.39405206,.46755579,2556,1293,.50586855,.27000001
H06,3,0,1,72,4,0,0,0,65.09999999999999,229,1670,184,3365,352,.52272725,.49628529,2789,1486,.53280747,.46000001
09-00,3,0,0,55,3,0,0,7,66.2,23,1277,21,2271,61,.3442623,.56230736,2000,1256,.62800002,.43000001
PCT 18,3,0,0,70,5,0,1,3,99,1,1238,1,1517,6,.16666667,.81608438,1372,1237,.90160352,1.9
RED SPRING,3,0,1,72,4,0,1,4,99,1111,1667,796,4269,1784,.44618833,.39048958,2424,871,.35932344,.41
ESTES HILL,3,0,1,64,9,0,1,4,65.7,114,1513,93,2203,177,.52542371,.68679076,1998,1420,.7107107,.43000001
WHITEOAK,3,0,1,72,4,0,1,8,63.4,192,538,153,1349,387,.39534885,.39881393,940,385,.40957448,.17
802,3,0,0,59,0,0,0,7,88.2,4,1198,4,1445,4,1,.82906574,1378,1194,.86647314,1.01
CLEAR CREE,3,0,0,55,7,0,0,1,66.7,22,1585,17,2913,27,.62962961,.54411262,2713,1568,.57795799,.34999999
NORTH BLUE,3,0,0,55,7,0,0,1,66.7,7,1682,7,3859,24,.29166666,.43586421,3604,1675,.46476138,.34999999
FLAT CREEK,3,0,0,55,7,0,1,0,55.9,12,2324,11,3578,19,.57894737,.64952487,3416,2313,.67710775,.72000003
BELMONT #2,3,0,0,70,5,0,1,6,53,201,1282,142,3280,354,.40112993,.39085367,2869,1140,.397351,.46000001
NWASH,3,0,0,73,10,0,0,2,84.7,22,769,22,1157,37,.5945946,.66464996,1078,747,.69294989,1.59
BARBECUE,3,0,1,63,4,0,0,1,54.4,751,3225,640,7494,1356,.4719764,.43034428,5536,2585,.46694365,.22
NEWRIVER,3,0,0,59,0,0,0,5,61.8,16,1057,12,2099,36,.33333334,.50357312,2000,1045,.52249998,.17
VR15,3,0,0,71,5,0,1,1,51.8,72,733,59,1602,106,.55660379,.45755306,1455,674,.46323025,.23
BALLS CREE,3,0,0,64,0,0,0,7,99,35,1859,28,3552,64,.4375,.52336711,3325,1831,.5506767,.40000001
OAK HILL,3,0,1,59,1,0,1,6,53.9,418,757,339,1416,603,.56218904,.53460455,750,418,.55733335,.14
CYPRESS CR,3,0,1,63,4,0,1,6,53.9,289,1126,248,2077,475,.52210528,.54212809,1425,878,.61614037,.17
MELVILLE 3,3,0,0,73,10,0,0,5,57.8,164,1413,110,2824,225,.48888889,.50035411,2467,1303,.5281719,.37
067,3,0,0,59,0,0,0,7,88.2,140,1006,129,2434,260,.49615383,.41331142,2079,877,.42183742,1.01
CF02,3,0,1,72,4,0,0,0,65.09999999999999,229,1518,191,3183,443,.43115124,.47690856,2537,1327,.52305871,.46000001
CREEDMOOR,3,0,1,59,1,0,1,6,53.9,850,2713,713,3349,730,.97671235,.81009257,2415,2000,.82815737,.14
PCT 124,3,0,0,55,3,0,1,3,99,1097,1383,949,2889,1457,.65133834,.47871235,1300,434,.33384615,1.9
PILOT,3,0,1,63,4,0,1,6,53.9,135,1027,113,1992,265,.42641509,.51556224,1536,914,.59505206,.17
SOUTH MELV,3,0,0,73,10,0,0,5,57.8,875,2623,535,4395,964,.55497926,.59681457,3258,2088,.64088398,.37
WN04,3,0,0,71,5,0,1,1,51.8,193,2609,156,3719,250,.62400001,.70153266,3375,2453,.72681481,.23
53,2,0,1,64,9,0,1,0,56.2,620,1602,334,5366,757,.44121534,.2985464,4317,1268,.29372248,.55000001
MIZPAH,3,0,0,59,0,0,0,4,61.2,6,1081,6,1797,17,.35294119,.60155815,1759,1075,.61114269,.2
MT24,3,0,0,71,5,0,1,1,51.8,86,812,71,1613,152,.46710527,.5034098,1421,741,.52146375,.23
091,3,0,0,59,0,0,0,7,88.2,145,1298,135,2380,209,.64593303,.54537815,2076,1163,.56021196,1.01
"CLINTON, E",3,0,1,63,4,0,1,6,54.5,1115,1431,886,2959,1745,.50773638,.48360932,1174,545,.46422487,.23
MEAT CAMP,3,0,0,59,0,0,0,5,61.8,4,1408,4,2032,6,.66666669,.69291341,2040,1404,.68823528,.2
EN03,3,0,0,71,5,0,1,1,51.8,829,3188,669,8329,1897,.35266209,.38275903,6257,2519,.40258911,.23
WADEVILLE,3,0,0,55,3,0,0,1,64.7,170,293,125,591,234,.53418803,.49576989,350,168,.47999999,.14
PCT 207,3,0,0,70,5,0,0,1,54.6,152,2395,130,3888,313,.41533548,.61599797,3245,2265,.69799691,1.9
W12,3,0,1,72,4,0,0,0,65.09999999999999,83,1088,66,1905,197,.33502537,.57112861,1582,1022,.64601767,.46000001
NMAD,3,0,1,59,1,0,0,2,84.7,389,1161,330,1825,573,.57591623,.63616437,1205,831,.68962657,1.59
ROBBINS,3,0,0,73,10,0,0,1,54.4,120,882,103,2295,187,.55080211,.38431373,1979,779,.39363316,.23999999
UWHARRIE,3,0,0,55,3,0,0,1,64.7,8,756,8,1283,8,1,.58924395,1249,748,.5988791,.14
PCT 139,3,0,0,70,5,0,0,4,65.2,189,1765,140,3086,208,.67307693,.5719378,2612,1625,.62212867,1.9
EAST MAIDE,3,0,0,64,0,0,0,7,99,53,1386,44,2547,86,.51162791,.5441696,2346,1342,.57203752,.40000001
111,3,0,0,59,0,0,0,7,88.2,77,1134,67,2088,100,.67000002,.54310346,1901,1067,.56128353,1.01
MOUNTOLIVE,3,0,0,59,0,0,0,4,61.2,5,1170,3,1893,12,.25,.61806655,1859,1167,.62775683,.2
BUCHAN,3,0,0,55,3,0,1,4,99,232,479,189,1061,412,.45873785,.4514609,560,290,.51785713,.13
PCT 92,3,0,0,70,5,0,0,4,65.2,156,1850,114,3178,205,.55609757,.58212709,2698,1736,.64343959,1.9
WEST WALNU,3,0,0,59,0,0,0,4,61.2,129,1137,105,2119,222,.47297296,.53657383,1875,1032,.55040002,.2
SCRK,3,0,1,63,4,0,1,6,53.9,868,1797,746,4229,1577,.47305009,.42492315,2614,1051,.40206581,.16
PCT 68,3,0,0,70,5,0,0,4,65.2,302,1094,241,2497,391,.61636829,.43812576,1911,853,.44636315,1.9
FRENCH BRO,3,0,0,55,7,0,1,0,55.9,12,1551,11,2852,17,.64705884,.5438289,2721,1540,.56596839,.72000003
HU20,3,0,0,71,5,0,1,1,51.8,86,1092,71,3195,272,.26102942,.34178403,2843,1021,.35912767,.23
907,3,0,0,59,0,0,0,7,88.2,138,1238,125,2113,215,.58139533,.58589685,1815,1113,.61322314,1.01
PCT 220,3,0,0,70,5,0,0,1,66.7,84,1409,75,1926,93,.80645162,.73156804,1664,1334,.80168271,1.9
KINSTON-9,3,0,0,71,5,0,1,6,54.5,514,1226,448,1960,587,.76320273,.62551022,1398,778,.55650932,.22
FP04,3,0,1,72,4,0,0,0,65.09999999999999,135,2100,117,3732,302,.38741723,.56270099,3175,1983,.62456691,.46000001
CHIMNEY RO,3,0,0,64,0,0,1,4,52.4,92,1176,71,1910,186,.38172042,.6157068,1709,1105,.64657694,.23999999
"CLINTON, C",3,0,1,63,4,0,1,6,54.5,711,668,543,1364,1040,.52211541,.48973608,313,125,.39936101,.23
IRONWORKS,3,0,1,59,1,0,0,2,84.7,98,1395,87,2383,113,.76991153,.58539659,2257,1308,.57953036,.31
AVERASBORO,3,0,1,63,4,0,0,1,54.4,1673,4977,1256,10821,3213,.39091191,.459939,6862,3721,.54226172,.22
ASHEBORO A,3,0,0,73,10,0,0,1,64.7,49,1471,44,2296,59,.74576271,.64067942,2152,1427,.66310412,.40000001
039,3,0,0,70,5,0,0,1,66.7,64,1263,61,2131,157,.38853502,.5926795,1615,1202,.74427247,.46000001
COUNTRY CL,1,0,1,64,9,0,1,4,65.7,366,1228,224,3595,601,.37271214,.34158555,2953,1004,.33999324,.43000001
HELTON,3,0,0,59,0,0,0,5,61.8,0,338,0,601,0,,.56239599,583,338,.57975984,.17
BOLIVIA,3,0,1,72,4,0,1,14,54.6,237,829,198,1802,447,.44295302,.46004438,1182,631,.53384095,.23
PCT 86,3,0,0,70,5,0,0,4,65.2,25,1541,18,2062,30,.60000002,.74733269,1844,1523,.82592189,1.9
CRESTON,3,0,0,59,0,0,0,5,61.8,0,317,0,638,4,0,.49686521,615,317,.51544714,.17
TURKEY,3,0,1,63,4,0,1,6,54.5,379,751,310,1581,593,.52276558,.47501582,956,441,.46129707,.23
04-01,3,0,0,55,3,0,0,7,66.2,364,1449,299,3322,709,.42172074,.43618304,2364,1150,.48646361,.43000001
WARNE,3,0,0,55,7,0,0,8,56.5,1,395,0,569,4,0,.69420034,526,395,.75095057,.090000004
WILDWOOD,3,0,0,71,5,0,1,2,51.7,115,1747,88,3392,254,.34645671,.51503539,3005,1659,.55207986,.34
CHEEKS CRE,3,0,0,55,3,0,0,1,64.7,99,460,75,783,142,.52816904,.58748406,628,385,.61305732,.14
WEST YOUNG,3,0,1,63,4,0,1,6,53.9,331,2562,284,3968,497,.5714286,.64566535,3088,2278,.73769432,.17
